项目名称,区域,建筑面积（㎡）,房屋用途,户型,意向售价(万元),参考价(元/平方米),房源编码,代理中介名称,委托期限,发布时间
幸福海岸1栋,宝安,73.4,住宅,二房,618,88400,252620436655链家,深圳链家房地产经纪有限公司,2025-08-01 02:08:27~2025-10-01 02:10:27,2025-06-03
金地梅陇镇花园一期5栋,宝安,76.21,住宅,二房,365,57200,250966738607乐有家,深圳市乐有家房产交易有限公司,2025-07-31 06:07:50~2025-09-30 06:09:50,2025-06-01
新城花园第二栋,宝安,65,住宅,二房,296,51500,253210589429乐有家,深圳市乐有家房产交易有限公司,2025-07-24 06:07:33~2025-09-23 06:09:33,2025-05-30
洪福雅苑一栋,宝安,82.07,住宅,二房,460,57600,254998350800乐有家,深圳市乐有家房产交易有限公司,2025-07-28 12:07:34~2025-09-27 12:09:34,2025-05-28
招商果岭花园7栋,宝安,70.64,住宅,二房,385,64700,256311941163链家,深圳链家房地产经纪有限公司,2025-08-05 06:08:59~2025-10-05 06:10:59,2025-06-05
畔山御景花园8栋,宝安,50.09,住宅,二房,160,42500,256379453839宏家地产,深圳市宏家房产置业有限公司,2025-05-31 10:05:40~2025-08-30 10:08:40,2025-07-27
滢水山庄二区第十五栋,宝安,69.6,住宅,二房,265,48200,258443634877乐有家,深圳市乐有家房产交易有限公司,2025-07-28 06:07:39~2025-09-27 06:09:39,2025-05-29
星河盛世花园(一期)1栋,宝安,44.76,住宅,二房,830,72000,257861477581乐有家控股,深圳市乐有家控股集团有限公司,2025-08-01 06:08:47~2025-10-01 06:10:47,2025-06-01
城市阳光花园,宝安,76.03,住宅,二房,300,42000,252985101155乐有家,深圳市乐有家房产交易有限公司,2025-07-28 10:07:28~2025-09-27 10:09:28,2025-06-06
万科星宸大厦2栋,宝安,56.1,商务公寓,二房,138,--,252674474275中原地产,中原地产代理（深圳）有限公司,2025-07-31 12:07:33~2025-09-30 12:09:33,2025-05-31
宝安海滨广场(三期)1栋,宝安,53.19,住宅,二房,350,75000,256955065869乐有家,深圳市乐有家房产交易有限公司,2025-07-13 11:07:11~2025-09-12 11:09:11,2025-05-29
鸿隆广场1栋,宝安,47.84,住宅,二房,295,68000,252360157713乐有家,深圳市乐有家房产交易有限公司,2025-07-22 10:07:52~2025-09-21 10:09:52,2025-05-29
海韵花园A1栋,宝安,75.59,住宅,二房,360,55300,250108952796中原地产,中原地产代理（深圳）有限公司,2025-08-04 02:08:44~2025-10-04 02:10:44,2025-06-06
金地梅陇镇花园18栋,宝安,73.96,住宅,二房,410,58900,253841567512乐有家,深圳市乐有家房产交易有限公司,2025-08-05 10:08:55~2025-10-05 10:10:55,2025-06-05
新安湖商业城新宝苑B栋,宝安,54.91,住宅,二房,580,71500,258399963429盛联行,深圳市盛联行网络科技有限公司,2025-08-05 12:08:04~2025-10-05 12:10:04,2025-06-05
鸿隆广场1栋,宝安,48.2,住宅,二房,240,68000,255137576594立心地产,深圳市立心房地产经纪有限公司,2025-07-27 05:07:40~2025-09-26 05:09:40,2025-05-30
莱蒙春天花园（A818-0445）1-5栋,宝安,78.36,住宅,二房,678,90500,259467342598链家,深圳链家房地产经纪有限公司,2025-07-20 12:07:45~2025-09-19 12:09:45,2025-05-29
永福苑,宝安,64.99,住宅,二房,240,--,253415365576星房网络科技,深圳市星房网络科技有限公司,2025-07-11 06:07:53~2025-09-10 06:09:53,2025-06-02
恒丰工业城A9栋,宝安,46.32,单身宿舍,二房,106,--,258132473025链家,深圳链家房地产经纪有限公司,2025-06-28 06:06:46~2025-08-28 06:08:46,2025-06-12
银泉花园8栋,宝安,69.95,住宅,二房,350,42700,251587436875乐有家控股,深圳市乐有家控股集团有限公司,2025-08-11 10:08:23~2025-10-11 10:10:23,2025-06-12
中粮创芯研发中心4栋,宝安,39.93,产业研发用房,二房,170,--,254246885917链家,深圳链家房地产经纪有限公司,2025-07-01 05:07:21~2026-07-02 05:07:21,2025-07-01
星河荣御花苑（二期）,宝安,69.67,商务公寓,二房,170,--,254189592786深圳市恒基房地产经纪有限公司,深圳市恒基房地产经纪有限公司,2025-07-13 07:07:22~2026-07-14 07:07:22,2025-07-13
中粮紫云花园商住楼1栋,宝安,71.56,住宅,二房,738,106500,257315043052乐有家,深圳市乐有家房产交易有限公司,2025-06-19 02:06:52~2025-08-19 02:08:52,2025-05-21
尚都花园1栋,宝安,74.23,住宅,二房,670,88400,254594937635深圳泓晟房地产公司,深圳市泓晟房地产经纪有限公司,2025-07-10 01:07:55~2026-07-11 01:07:55,2025-07-10
天悦龙庭B栋,宝安,92.66,住宅,二房,785,88400,255317040301乐有家,深圳市乐有家房产交易有限公司,2025-07-28 08:07:50~2025-09-27 08:09:50,2025-05-28
招商果岭花园7栋,宝安,70.64,住宅,二房,430,64700,256784299356知恩地产,深圳知恩房地产经纪有限公司,2025-07-25 10:07:40~2025-09-24 10:09:40,2025-05-28
京基智农山海公馆,宝安,77,住宅,二房,440,--,258011505065知恩地产,深圳知恩房地产经纪有限公司,2025-07-15 12:07:37~2025-09-14 12:09:37,2025-05-29
联投东方华府（一期）,宝安,67.47,商务公寓,二房,195,45800,250614058796深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-06-07 04:06:10~2025-09-06 04:09:10,2025-06-07
西城丰和家园1栋,宝安,52.13,住宅,二房,368,57200,250705044331德居房地产,深圳德居房地产经纪有限公司,2025-07-25 02:07:27~2025-09-24 02:09:27,2025-05-28
登科花园B座魁星阁,宝安,61.43,住宅,二房,320,53900,257125541252乐有家,深圳市乐有家房产交易有限公司,2025-08-07 12:08:54~2025-10-07 12:10:54,2025-06-07
华业玫瑰四季馨园一期1栋,宝安,71.31,住宅,二房,475,73800,253391933552链家,深圳链家房地产经纪有限公司,2025-07-29 02:07:17~2025-09-28 02:09:17,2025-06-04
海湾明珠花园二期9栋,宝安,77.51,住宅,二房,600,52600,251064793126链家,深圳链家房地产经纪有限公司,2025-07-30 12:07:20~2025-09-29 12:09:20,2025-05-30
碧水龙庭1栋,宝安,72.55,住宅,二房,400,57200,254069531288链家,深圳链家房地产经纪有限公司,2025-08-18 04:08:22~2025-10-18 04:10:22,2025-06-11
天福华府（B区）B3栋,宝安,85.84,住宅,二房,360,52200,253577977303乐有家,深圳市乐有家房产交易有限公司,2025-06-25 06:06:46~2025-08-25 06:08:46,2025-05-30
招商澜园6#,宝安,54.81,住宅,二房,240,47800,259835831838卓信地产,深圳卓信房地产管理有限公司,2025-08-03 04:08:36~2025-10-03 04:10:36,2025-06-03
宏发君域花园3栋,宝安,69.22,住宅,二房,228,47200,258381897134房百通,深圳市房百通网络信息咨询有限公司,2025-08-07 08:08:28~2025-09-07 08:09:28,2025-06-12
桃源盛景园7栋,宝安,79.07,住宅,二房,385,53000,255731660056恒聚财富,深圳市恒聚信息咨询科技有限公司,2025-08-13 12:08:07~2025-10-13 12:10:07,2025-06-13
丽景城3栋,宝安,71.66,住宅,二房,328,62100,254423521777乐有家,深圳市乐有家房产交易有限公司,2025-07-29 10:07:59~2025-09-28 10:09:59,2025-06-17
华强城市花园（一期）B区3栋,宝安,70.28,住宅,二房,356,--,256079783905家承地产,家承地产代理（深圳）有限公司,2025-07-06 07:07:09~2026-07-07 07:07:09,2025-07-06
宿舍楼一栋,宝安,66.7,住宅,二房,450,--,253296019674新世鸿,新世鸿房地产经纪（深圳）有限公司,2025-07-08 09:07:36~2026-07-09 09:07:36,2025-07-08
乐府花园4栋,宝安,69.85,住宅,二房,245,--,252988273045深圳市福佑地产经纪有限公司,深圳市福佑地产经纪有限公司,2025-07-27 08:07:26~2025-09-26 08:09:26,2025-06-03
德业新城花园A区1-2号楼,宝安,83.32,住宅,二房,680,86400,250446060071乐有家,深圳市乐有家房产交易有限公司,2025-07-09 03:07:24~2026-07-10 03:07:24,2025-07-09
招商锦绣观园7栋,宝安,62.07,住宅,二房,180,--,252070881093乐有家控股,深圳市乐有家控股集团有限公司,2025-08-06 12:08:59~2025-10-06 12:10:59,2025-06-06
鸿隆广场1栋,宝安,47.6,住宅,二房,245,68000,250100672091乐有家,深圳市乐有家房产交易有限公司,2025-07-13 09:07:27~2026-07-14 09:07:27,2025-07-13
东源阁A区1栋,宝安,68.25,商业金融业,二房,230,41600,257187233041乐有家,深圳市乐有家房产交易有限公司,2025-07-11 06:07:24~2026-07-07 06:07:24,2025-07-11
大信花园3栋,宝安,80.51,住宅,二房,340,45800,256123011233链家,深圳链家房地产经纪有限公司,2025-07-03 02:07:18~2025-09-02 02:09:18,2025-06-06
财富港大厦,宝安,41.31,住宅,二房,280,66800,252136931570乐有家,深圳市乐有家房产交易有限公司,2025-08-10 04:08:48~2025-10-10 04:10:48,2025-06-13
万科星宸大厦2栋,宝安,55.9,商务公寓,二房,145,--,253660305225深圳市盛远辰信息咨询有限公司,深圳市盛远辰信息咨询有限公司,2025-07-04 02:07:31~2026-07-05 02:07:31,2025-07-04
君逸世家花园1栋,宝安,89.48,住宅,二房,750,85800,258294985967链家,深圳链家房地产经纪有限公司,2025-07-10 07:07:48~2026-07-11 07:07:48,2025-07-10
青年城邦园4栋,宝安,57.61,住宅,二房,285,56900,255021134282乐有家,深圳市乐有家房产交易有限公司,2025-07-25 10:07:36~2025-09-24 10:09:36,2025-05-31
福安雅园8栋,宝安,67.89,住宅,二房,220,--,251954298477乐有家,深圳市乐有家房产交易有限公司,2025-06-09 04:06:09~2025-10-09 04:10:09,2025-06-09
大信花园1栋,宝安,62.7,住宅,二房,298,45800,259003091751乐有家,深圳市乐有家房产交易有限公司,2025-07-05 05:07:50~2026-07-06 05:07:50,2025-07-05
永利大厦1栋,宝安,89.5,住宅,二房,380,37300,258429791025乐有家,深圳市乐有家房产交易有限公司,2025-06-24 05:06:28~2026-06-25 05:06:28,2025-06-24
泰华*俊庭(1栋),宝安,63.37,住宅,二房,330,71000,255034531210乐有家控股,深圳市乐有家控股集团有限公司,2025-06-19 03:06:53~2025-08-19 03:08:53,2025-06-19
流塘商务大厦3栋,宝安,46.86,办公,二房,218,--,253266665990乐有家,深圳市乐有家房产交易有限公司,2025-07-10 05:07:22~2026-07-11 05:07:22,2025-07-10
海湾明珠花园一期2栋,宝安,61.08,住宅,二房,395,54000,254086131397乐有家,深圳市乐有家房产交易有限公司,2025-07-07 12:07:31~2026-07-08 12:07:31,2025-06-20
潜龙曼海宁花园（南区）5、6、7栋,宝安,69.2,住宅,二房,388,71400,250712559230链家,深圳链家房地产经纪有限公司,2025-07-11 07:07:31~2026-07-12 07:07:31,2025-07-08
桃源盛景园20栋,宝安,69.33,住宅,二房,325,57000,257563058792深圳市德厚地产经纪有限公司,深圳市德厚地产经纪有限公司,2025-07-10 02:07:01~2025-09-09 02:09:01,2025-06-12
碧海富通城14栋,宝安,85.08,住宅,二房,600,70200,259570173395乐有家,深圳市乐有家房产交易有限公司,2025-08-18 06:08:41~2025-10-18 06:10:41,2025-06-20
金石雅苑1-2栋,宝安,61.46,住宅,二房,250,49600,255708031960深圳市信优房地产有限公司,深圳市信优房地产有限公司,2025-06-20 08:06:40~2026-06-21 08:06:40,2025-06-20
锦绣花园一栋,宝安,74.17,住宅,二房,370,38600,255565523886深圳市德馨兴科技有限公司,深圳市德馨兴科技有限公司,2025-08-12 12:08:42~2026-08-13 12:08:42,2025-07-10
银鸿大楼,宝安,45.2,办公,二房,220,--,251429930860乐有家,深圳市乐有家房产交易有限公司,2025-07-28 10:07:24~2025-09-27 10:09:24,2025-06-18
华强城市花园（一期）B区3栋,宝安,72.7,住宅,二房,300,--,250832314622海拓达地产,深圳市海拓达地产有限公司,2025-07-12 12:07:28~2026-07-13 12:07:28,2025-07-12
中海西岸华府（南区）4栋,宝安,54.34,住宅,二房,200,43600,255178061590深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-06-28 10:06:42~2026-06-29 10:06:42,2025-06-28
松河瑞园一期,宝安,45.98,商务公寓,二房,138,46500,252938313045深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-06-28 02:06:39~2026-06-29 02:06:39,2025-06-28
畔山御景花园4栋,宝安,63.15,住宅,二房,245,42500,256920925381宏家地产,深圳市宏家房产置业有限公司,2025-06-23 01:06:23~2025-08-23 01:08:23,2025-06-23
雅仕阁一栋,宝安,45.32,住宅,二房,280,56500,255223435073乐有家,深圳市乐有家房产交易有限公司,2025-08-11 06:08:25~2025-10-11 06:10:25,2025-06-12
碧海富通城D栋,宝安,76.17,住宅,二房,500,68700,259475621394乐有家,深圳市乐有家房产交易有限公司,2025-08-12 12:08:46~2025-10-12 12:10:46,2025-06-12
青年城邦园3栋,宝安,58.22,住宅,二房,275,56900,252752934095乐有家,深圳市乐有家房产交易有限公司,2025-08-03 04:08:32~2025-10-03 04:10:32,2025-06-07
玉华花园玉粦阁,宝安,57.8,住宅,二房,199,45100,253859453821乐有家控股,深圳市乐有家控股集团有限公司,2025-08-13 02:08:05~2025-10-13 02:10:05,2025-06-13
碧海富通城9栋,宝安,78.74,住宅,二房,550,70200,250769945455深圳市连横房地产经纪有限公司,深圳市连横房地产经纪有限公司,2025-07-12 02:07:28~2025-09-11 02:09:28,2025-06-03
金汇名园1栋,宝安,85.79,住宅,二房,410,50300,251987925001盛联行,深圳市盛联行网络科技有限公司,2025-08-12 04:08:30~2025-10-12 04:10:30,2025-06-13
芷峪澜湾花园1栋,宝安,70.64,商务公寓,二房,200,51800,251760886241乐有家,深圳市乐有家房产交易有限公司,2025-07-31 04:07:35~2025-09-30 04:09:35,2025-06-03
香缤广场1栋,宝安,68.66,住宅,二房,380,58400,253290327357深房联地产,深圳市深房联地产投资顾问有限公司,2025-06-23 08:06:37~2026-06-24 08:06:37,2025-06-23
金地梅陇镇花园一期2栋,宝安,76.77,住宅,二房,360,57200,252364500729乐有家,深圳市乐有家房产交易有限公司,2025-08-09 02:08:43~2025-10-09 02:10:43,2025-06-15
新安湖花园新碧阁,宝安,81.33,住宅,二房,460,62000,258905226771乐有家,深圳市乐有家房产交易有限公司,2025-06-25 11:06:52~2026-06-26 11:06:52,2025-06-25
勤诚达乐园,宝安,79.53,住宅,二房,650,--,254078935491中原地产,中原地产代理（深圳）有限公司,2025-08-16 02:08:31~2026-08-17 02:08:31,2025-06-29
流塘商务大厦3栋,宝安,46.62,办公,二房,240,--,253646748482乐有家,深圳市乐有家房产交易有限公司,2025-07-03 07:07:34~2026-07-04 07:07:34,2025-07-03
金域豪庭1-1栋,宝安,76.38,住宅,二房,340,51900,250088231404乐有家,深圳市乐有家房产交易有限公司,2025-07-26 12:07:42~2025-09-25 12:09:42,2025-06-15
茗语华苑3号楼,宝安,63.93,住宅,二房,165,--,254918017505诺有家房地产经纪有限公司,深圳市诺有家房地产经纪有限公司,2025-07-13 08:07:56~2026-07-14 08:07:56,2025-06-24
碧海富通城A栋,宝安,75.67,住宅,二房,500,68700,253818193379逸盛地产,深圳逸盛房地产经纪有限公司,2025-06-23 10:06:06~2026-06-24 10:06:06,2025-06-23
中粮创芯研发中心5栋,宝安,76.96,宿舍,二房,300,--,258743123459链家,深圳链家房地产经纪有限公司,2025-06-29 06:06:24~2026-06-30 06:06:24,2025-06-29
华源大厦B栋,宝安,79.77,住宅,二房,325,39400,254041698985乐有家,深圳市乐有家房产交易有限公司,2025-08-09 02:08:30~2025-10-09 02:10:30,2025-06-24
松茂御龙湾雅苑一期5座B单元,宝安,75.89,住宅,二房,650,77000,251946975489链家,深圳链家房地产经纪有限公司,2025-06-25 12:06:55~2026-06-26 12:06:55,2025-06-25
鸿隆广场1栋,宝安,47.6,住宅,二房,280,68000,256347616752链家,深圳链家房地产经纪有限公司,2025-07-24 06:07:54~2026-07-25 06:07:54,2025-07-06
弘雅花园三期雅豪轩北区1栋,宝安,78.67,住宅,二房,370,52700,257662120975乐有家,深圳市乐有家房产交易有限公司,2025-07-01 06:07:17~2026-07-02 06:07:17,2025-07-01
公馆一八六六花园（北区）,宝安,61.98,住宅,二房,460,75500,259777722234乐有家控股,深圳市乐有家控股集团有限公司,2025-08-02 07:08:45~2026-07-29 07:07:45,2025-08-02
星航华府二期,宝安,79.79,住宅,二房,330,52400,250493385261安家房地产,深圳市安家房地产投资顾问有限公司,2025-08-02 04:08:39~2026-08-03 04:08:39,2025-08-02
领航城领尚华府,宝安,51.68,住宅,二房,298,61000,255593754313领航房地产,深圳市领航房地产经纪有限公司,2025-08-05 10:08:00~2026-08-06 10:08:00,2025-08-05
新安湖花园新居村,宝安,67.7,住宅,二房,338,62000,255344461881乐有家,深圳市乐有家房产交易有限公司,2025-08-01 12:08:49~2026-08-02 12:08:49,2025-08-01
云晓公馆,宝安,97.03,住宅,二房,395,--,259818823012鑫业诚地产,深圳市鑫业诚房地产有限公司,2025-08-07 11:08:28~2026-08-08 11:08:28,2025-08-07
星河荣御花苑（二期）,宝安,69.67,商务公寓,二房,290,--,257993123841中原地产,中原地产代理（深圳）有限公司,2025-08-06 08:08:46~2026-08-07 08:08:46,2025-08-06
丽景城1栋,宝安,71.54,住宅,二房,390,62100,259233279865锦橙地产,深圳市锦橙房地产经纪有限公司,2025-08-06 11:08:43~2026-08-07 11:08:43,2025-08-06
联投东方华府（一期）,宝安,49.4,商务公寓,二房,138,45800,251781230820深圳市佰成房地产经纪有限公司,深圳市佰成房地产经纪有限公司,2025-08-05 08:08:21~2026-08-06 08:08:21,2025-08-05
深业*新岸线18栋,宝安,83.74,住宅,二房,750,88400,259938104868链家,深圳链家房地产经纪有限公司,2025-08-01 03:08:08~2026-08-02 03:08:08,2025-08-01
苹果园2栋,宝安,76.84,住宅,二房,385,52400,257657048437乐有家,深圳市乐有家房产交易有限公司,2025-08-01 05:08:54~2026-08-02 05:08:54,2025-08-01
爱心家园3栋,宝安,64.43,住宅,二房,220,--,255569688046谦诚信息咨询,深圳市谦诚信息咨询有限公司,2025-06-23 03:06:48~2026-06-24 03:06:48,2025-06-23
高发西岸花园1栋,宝安,78.99,住宅,二房,750,88400,251517717153中原地产,中原地产代理（深圳）有限公司,2025-06-29 10:06:51~2025-08-29 10:08:51,2025-06-25
花样年花郡家园,宝安,50.69,住宅,二房,500,88400,250083596276乐有家,深圳市乐有家房产交易有限公司,2025-06-28 06:06:01~2026-06-29 06:06:01,2025-06-28
花样年花郡家园,宝安,57.45,住宅,二房,450,88400,252118158987楼上地产,深圳楼上房地产经纪有限公司,2025-08-16 06:08:47~2025-10-16 06:10:47,2025-06-16
