项目名称,区域,建筑面积（㎡）,房屋用途,户型,意向售价(万元),参考价(元/平方米),房源编码,代理中介名称,委托期限,发布时间
金地梅陇镇花园17栋,宝安,80.12,住宅,二房,416,58900,254160755992乐有家,深圳市乐有家房产交易有限公司,2025-06-30 08:06:05~2025-08-30 08:08:05,2025-04-30
弘雅花园三期雅豪轩A栋,宝安,82.44,住宅,二房,480,52700,253160804868乐有家,深圳市乐有家房产交易有限公司,2025-06-29 12:06:44~2025-08-29 12:08:44,2025-04-30
水榭春天花园（三期）8-12#楼,宝安,66.87,住宅,二房,480,73000,253686174019乐有家,深圳市乐有家房产交易有限公司,2025-06-25 12:06:53~2025-08-25 12:08:53,2025-05-11
华强城市花园（一期）B区3栋,宝安,72.54,住宅,二房,325,--,256580109532中原地产,中原地产代理（深圳）有限公司,2025-08-05 10:08:21~2025-10-05 10:10:21,2025-05-07
桦润馨居一期A区A3栋,宝安,76.06,住宅,二房,350,42300,256473824965乐有家控股,深圳市乐有家控股集团有限公司,2025-07-11 10:07:27~2025-09-10 10:09:27,2025-05-12
金景豪苑1栋,宝安,85.47,住宅,二房,495,51200,251915263801乐有家,深圳市乐有家房产交易有限公司,2025-07-08 04:07:58~2025-09-07 04:09:58,2025-05-10
世纪春城7栋,宝安,74.52,住宅,二房,345,51500,259308718656乐有家,深圳市乐有家房产交易有限公司,2025-07-06 08:07:34~2025-09-05 08:09:34,2025-05-15
佳华名苑1栋,宝安,61.67,住宅,二房,462,78600,259645757159创鸿房地产,深圳市创鸿房地产经纪有限公司,2025-06-30 08:06:39~2025-08-30 08:08:39,2025-05-15
碧海富通城A栋,宝安,76.09,住宅,二房,455,68700,251659700944链家,深圳链家房地产经纪有限公司,2025-07-04 12:07:45~2025-09-03 12:09:45,2025-05-08
世纪春城(二期)13栋,宝安,76.93,住宅,二房,380,52000,254612538171乐有家,深圳市乐有家房产交易有限公司,2025-07-08 08:07:04~2025-09-07 08:09:04,2025-05-14
泰安花园5号楼,宝安,50.5,住宅,二房,368,47700,252335933246中原地产,中原地产代理（深圳）有限公司,2025-08-08 02:08:46~2025-10-08 02:10:46,2025-05-12
海湾明珠花园二期9栋,宝安,78.66,住宅,二房,430,52600,257637557731中原地产,中原地产代理（深圳）有限公司,2025-07-17 04:07:38~2025-09-16 04:09:38,2025-05-05
新安湖花园新碧阁,宝安,81.33,住宅,二房,498,62000,251336397715乐有家,深圳市乐有家房产交易有限公司,2025-06-19 08:06:28~2025-08-19 08:08:28,2025-04-29
骏景华庭D栋,宝安,75.4,住宅,二房,350,54300,256575212203乐有家,深圳市乐有家房产交易有限公司,2025-07-05 04:07:28~2025-09-04 04:09:28,2025-05-05
书香门第上河坊广场1栋,宝安,65.94,住宅,二房,415,73500,256215863197乐有家,深圳市乐有家房产交易有限公司,2025-07-08 12:07:51~2025-09-07 12:09:51,2025-05-07
建兴楼一栋,宝安,60.7,住宅,二房,468,65400,256556267022链家,深圳链家房地产经纪有限公司,2025-07-09 09:07:53~2025-09-08 09:09:53,2025-05-13
海天花园A栋,宝安,78,住宅,二房,390,51800,252027399419九鸿置业,深圳市九鸿置业有限公司,2025-07-10 12:07:15~2025-09-09 12:09:15,2025-05-15
天健时尚空间名苑,宝安,35.23,住宅,二房,400,100800,259460306042乐有家,深圳市乐有家房产交易有限公司,2025-06-20 03:06:27~2026-06-21 03:06:27,2025-06-20
富盈门花园B栋,宝安,76.3,住宅,二房,380,57600,256817362196乐有家,深圳市乐有家房产交易有限公司,2025-06-18 04:06:15~2025-09-17 04:09:15,2025-06-18
阳光新境园3栋,宝安,79.96,住宅,二房,392,55500,259261859679乐有家,深圳市乐有家房产交易有限公司,2025-07-15 08:07:39~2026-07-16 08:07:39,2025-07-01
锦绣江南Ⅲ栋,宝安,79.16,住宅,二房,420,51400,253276868994旭辉地产,深圳市旭辉房地产经纪有限公司,2025-06-20 11:06:37~2025-08-20 11:08:37,2025-06-20
都市翠海华苑1栋,宝安,38.74,住宅,二房,460,100800,250561659169链家,深圳链家房地产经纪有限公司,2025-06-28 08:06:55~2026-06-29 08:06:55,2025-06-28
金地梅陇镇花园9栋,宝安,76.56,住宅,二房,350,58200,252287718224链家,深圳链家房地产经纪有限公司,2025-08-06 02:08:25~2025-10-06 02:10:25,2025-06-18
馨园二期8栋,宝安,73.58,住宅,二房,315,45000,259220630035乐有家,深圳市乐有家房产交易有限公司,2025-07-11 10:07:31~2025-09-10 10:09:31,2025-06-15
上合花园1栋,宝安,71.01,住宅,二房,440,--,253035289265链家,深圳链家房地产经纪有限公司,2025-08-11 08:08:48~2026-08-12 08:08:48,2025-06-20
馨园二期7栋,宝安,73.58,住宅,二房,330,45000,255824338089乐有家,深圳市乐有家房产交易有限公司,2025-06-19 09:06:08~2025-08-19 09:08:08,2025-06-19
华业玫瑰四季馨园一期1栋,宝安,71.2,住宅,二房,495,73800,250086663770陆驰地产,深圳市陆驰信息科技有限公司,2025-06-29 10:06:12~2026-06-30 10:06:12,2025-06-29
弘雅花园三期雅豪轩北区2栋,宝安,77.7,住宅,二房,400,52700,252833568293弘雅地产,深圳弘雅房地产经纪有限责任公司,2025-08-03 10:08:30~2026-08-04 10:08:30,2025-06-28
华盛新沙荟名庭（三期）,宝安,66.73,住宅,二房,310,49000,259326894059开心房地产,深圳市开心房地产经纪有限公司,2025-08-09 06:08:17~2025-10-09 06:10:17,2025-06-19
冠城世家3栋,宝安,80.1,住宅,二房,500,66400,250310838458乐有家,深圳市乐有家房产交易有限公司,2025-06-29 04:06:25~2026-06-30 04:06:25,2025-06-24
新安湖商业城新宝苑B栋,宝安,74.55,住宅,二房,480,71500,255257962445乐有家,深圳市乐有家房产交易有限公司,2025-08-17 02:08:18~2026-08-18 02:08:18,2025-06-24
幸福港湾尚品居,宝安,63.96,住宅,二房,400,73500,250372512370盛联行,深圳市盛联行网络科技有限公司,2025-08-18 12:08:33~2025-10-18 12:10:33,2025-06-19
金地上塘道花园7栋,宝安,66.97,住宅,二房,415,66600,250316851706乐有家,深圳市乐有家房产交易有限公司,2025-06-26 06:06:26~2026-06-27 06:06:26,2025-06-20
中粮万福阁1栋,宝安,49.39,住宅,二房,300,82500,252325320660链家,深圳链家房地产经纪有限公司,2025-06-21 10:06:56~2026-06-22 10:06:56,2025-06-21
深物业新华城美花园1栋,宝安,70.83,住宅,二房,360,54400,250430098122乐有家,深圳市乐有家房产交易有限公司,2025-07-03 07:07:45~2026-07-04 07:07:45,2025-07-03
富通天骏花园C栋,宝安,77.17,住宅,二房,340,49400,252873557832乐有家,深圳市乐有家房产交易有限公司,2025-06-29 04:06:29~2026-06-30 04:06:29,2025-06-29
财富港大厦,宝安,59.26,住宅,二房,320,66800,255605400189锦亿置业,深圳市锦亿置业有限公司,2025-06-25 03:06:51~2026-06-26 03:06:51,2025-06-25
云晓公馆,宝安,88.21,住宅,二房,420,--,257179300043鑫业诚地产,深圳市鑫业诚房地产有限公司,2025-06-20 08:06:15~2026-06-21 08:06:15,2025-06-20
书香门第名苑8栋,宝安,65.79,住宅,二房,428,65300,257516011387乐有家,深圳市乐有家房产交易有限公司,2025-06-24 10:06:18~2026-06-25 10:06:18,2025-06-24
大益广场1栋,宝安,62.36,住宅,二房,330,51600,258843025846深圳市恒通达房地产信息咨询有限公司,深圳市恒通达房地产信息咨询有限公司,2025-07-05 09:07:28~2025-09-04 09:09:28,2025-07-05
绿海名苑1栋,宝安,70.62,住宅,二房,349,61200,255381054240九鸿置业,深圳市九鸿置业有限公司,2025-06-29 10:06:09~2026-06-30 10:06:09,2025-06-29
泰华苑A栋,宝安,51.13,住宅,二房,385,64200,251468737066链家,深圳链家房地产经纪有限公司,2025-07-27 08:07:30~2025-09-26 08:09:30,2025-06-18
桃源居13区8栋,宝安,86.19,住宅,二房,375,49000,258209127636链家,深圳链家房地产经纪有限公司,2025-06-27 04:06:36~2026-06-28 04:06:36,2025-06-27
石鸿花园D栋,宝安,78.22,住宅,二房,423,48600,259884959248链家,深圳链家房地产经纪有限公司,2025-08-11 10:08:03~2025-10-11 10:10:03,2025-06-17
七十四区商住楼5栋,宝安,62,住宅,二房,300,44500,253808073853链家,深圳链家房地产经纪有限公司,2025-06-30 06:06:31~2026-07-01 06:07:31,2025-06-30
悠山美地家园2栋,宝安,81.05,住宅,二房,370,52200,258728307868链家,深圳链家房地产经纪有限公司,2025-06-27 09:06:01~2026-06-28 09:06:01,2025-06-27
金域豪庭1-1栋,宝安,76.38,住宅,二房,311,51900,254578437265越王地产,深圳市越王房地产经纪有限公司,2025-07-04 07:07:04~2026-07-05 07:07:04,2025-07-04
香缤广场1栋,宝安,76.81,住宅,二房,418,58400,250866216276乐有家,深圳市乐有家房产交易有限公司,2025-06-23 05:06:47~2026-06-24 05:06:47,2025-06-23
宝河大厦一栋,宝安,69,住宅,二房,470,62400,250254136699链家,深圳链家房地产经纪有限公司,2025-06-26 04:06:52~2026-06-27 04:06:52,2025-06-26
碧海富通城5栋,宝安,57.82,住宅,二房,330,70200,252944039909乐有家,深圳市乐有家房产交易有限公司,2025-08-14 10:08:37~2025-10-14 10:10:37,2025-06-16
云晓公馆,宝安,89.84,住宅,二房,400,--,252341234350深圳市连横房地产经纪有限公司,深圳市连横房地产经纪有限公司,2025-06-20 12:06:37~2025-08-20 12:08:37,2025-06-20
半岛明苑十栋,宝安,66.4,住宅,二房,320,56200,250767168825中原地产,中原地产代理（深圳）有限公司,2025-08-03 02:08:59~2026-08-04 02:08:59,2025-06-27
富通天骏花园A栋,宝安,74.38,住宅,二房,360,49400,257414105755宏森房地产,深圳市宏森房地产代理有限公司,2025-08-06 04:08:52~2026-08-07 04:08:52,2025-07-05
潜龙曼海宁花园（南区）5、6、7栋,宝安,67.99,住宅,二房,408,71400,259515060417链家,深圳链家房地产经纪有限公司,2025-06-22 10:06:56~2026-06-23 10:06:56,2025-06-22
泰华豪园三、四、五栋,宝安,74.83,住宅,二房,360,50000,252407680836链家,深圳链家房地产经纪有限公司,2025-06-22 10:06:31~2026-06-23 10:06:31,2025-06-22
南国丽园1栋,宝安,70.93,住宅,二房,428,55600,259071670532深圳市龙福居房地产经纪有限公司,深圳市龙福居房地产经纪有限公司,2025-06-28 06:06:17~2026-06-29 06:06:17,2025-06-28
金叶茗苑1栋,宝安,78.43,住宅,二房,398,54500,252515327109乐有家,深圳市乐有家房产交易有限公司,2025-07-02 10:07:21~2026-07-03 10:07:21,2025-07-02
领航城领尚华府,宝安,82.78,住宅,二房,425,61000,250986809721润梧居房地产,深圳市润梧居房地产服务有限公司,2025-06-27 11:06:27~2026-06-23 11:06:27,2025-06-27
锦绣清华园五区2栋,宝安,74.87,住宅,二房,450,48000,252936108323链家,深圳链家房地产经纪有限公司,2025-06-29 10:06:44~2026-06-30 10:06:44,2025-06-29
世纪春城三期3栋,宝安,77.25,住宅,二房,330,56000,251671332546链家,深圳链家房地产经纪有限公司,2025-08-12 12:08:51~2026-08-13 12:08:51,2025-07-04
碧海富通城9栋,宝安,78.86,住宅,二房,490,70200,252910208436链家,深圳链家房地产经纪有限公司,2025-08-14 10:08:23~2025-10-14 10:10:23,2025-06-14
嘉洲商务中心（A007-0558）2栋商务公寓,宝安,50.91,商务公寓,二房,300,--,255559422724鼎盛年华房地产经纪有限公司,深圳市鼎盛年华房地产经纪有限公司,2025-06-20 01:06:45~2025-08-20 01:08:45,2025-06-20
锦绣清华园四区13栋,宝安,79.16,住宅,二房,360,48000,251609555950链家,深圳链家房地产经纪有限公司,2025-06-27 07:06:38~2026-06-28 07:06:38,2025-06-27
绿景香颂花园,宝安,56.8,住宅,二房,340,65400,259708404558链家,深圳链家房地产经纪有限公司,2025-06-28 09:06:00~2026-06-29 09:06:00,2025-06-28
潜龙*鑫茂花园B区1栋,宝安,68.06,住宅,二房,350,61300,254965580498链家,深圳链家房地产经纪有限公司,2025-08-14 02:08:29~2026-08-15 02:08:29,2025-06-23
碧海富通城D栋,宝安,76.17,住宅,二房,449,68700,259858308134胜景地产,深圳市胜景房地产咨询有限公司,2025-07-24 06:07:49~2026-07-25 06:07:49,2025-06-30
幸福港湾尚品居,宝安,64.84,住宅,二房,400,73500,257642288579乐有家,深圳市乐有家房产交易有限公司,2025-06-26 09:06:37~2026-06-27 09:06:37,2025-06-26
佳华名苑1栋,宝安,61.8,住宅,二房,498,78600,257145189386乐有家,深圳市乐有家房产交易有限公司,2025-07-04 11:07:53~2026-07-05 11:07:53,2025-07-04
招商果岭花园6栋,宝安,74.43,住宅,二房,390,64700,251954867197链家,深圳链家房地产经纪有限公司,2025-07-05 03:07:48~2026-07-06 03:07:48,2025-07-05
宝安海滨广场(三期)1栋,宝安,51.84,住宅,二房,500,75000,251619408985链家,深圳链家房地产经纪有限公司,2025-08-09 02:08:34~2026-08-10 02:08:34,2025-07-04
优品建筑7栋,宝安,71.44,住宅,二房,320,46600,255092826042乐有家,深圳市乐有家房产交易有限公司,2025-07-13 02:07:29~2026-07-14 02:07:29,2025-06-28
上合花园2栋,宝安,66.45,住宅,二房,450,--,253101689631乐有家,深圳市乐有家房产交易有限公司,2025-06-27 11:06:20~2026-06-28 11:06:20,2025-06-27
福中福商业城（二期）D1栋,宝安,60.3,住宅,二房,300,54800,250386061980景瑞,深圳市景瑞房地产置业顾问有限公司,2025-06-27 06:06:16~2026-06-28 06:06:16,2025-06-27
花样年花郡家园,宝安,57.45,住宅,二房,450,88400,252118158987楼上地产,深圳楼上房地产经纪有限公司,2025-08-16 06:08:47~2025-10-16 06:10:47,2025-06-16
中航格澜阳光花园7栋,宝安,74.68,住宅,二房,310,45000,253810963114链家,深圳链家房地产经纪有限公司,2025-06-27 10:06:23~2026-07-28 10:07:23,2025-06-27
海湾明珠花园一期2栋,宝安,61.08,住宅,二房,395,54000,254086131397乐有家,深圳市乐有家房产交易有限公司,2025-07-07 12:07:31~2026-07-08 12:07:31,2025-06-20
潜龙*鑫茂花园A区1栋,宝安,64.03,住宅,二房,320,61300,255935773162恒合达,深圳市恒合达房地产经纪有限公司,2025-06-24 09:06:03~2026-06-25 09:06:03,2025-06-24
天琴阁1栋,宝安,51.13,住宅,二房,350,61000,252187324495中原地产,中原地产代理（深圳）有限公司,2025-08-15 08:08:47~2025-10-15 08:10:47,2025-06-15
阳光新境园2栋,宝安,84.43,住宅,二房,460,55500,253547522364乐有家,深圳市乐有家房产交易有限公司,2025-06-26 11:06:59~2026-06-27 11:06:59,2025-06-26
潜龙花园十六栋,宝安,70.91,住宅,二房,318,51200,256913025236乐有家,深圳市乐有家房产交易有限公司,2025-08-07 08:08:34~2026-08-08 08:08:34,2025-06-23
桃源居13区8栋,宝安,86.19,住宅,二房,400,49000,256570485904中原地产,中原地产代理（深圳）有限公司,2025-07-04 03:07:57~2026-07-05 03:07:57,2025-07-04
中航天逸花园A栋,宝安,77.92,住宅,二房,495,76900,258803080583乐有家,深圳市乐有家房产交易有限公司,2025-07-30 08:07:26~2025-09-29 08:09:26,2025-06-18
联投东方华府（二期）1栋,宝安,75.2,住宅,二房,360,45800,251914646221乐有家,深圳市乐有家房产交易有限公司,2025-06-20 05:06:52~2026-06-21 05:06:52,2025-06-20
群贤花园A栋,宝安,78,住宅,二房,336,52000,253761199895乐有家,深圳市乐有家房产交易有限公司,2025-08-18 06:08:43~2025-10-18 06:10:43,2025-06-18
桃源居13区8栋,宝安,86.02,住宅,二房,360,49000,258909448866深圳前海风华正茂科技有限公司,深圳前海风华正茂科技有限公司,2025-07-06 04:07:37~2026-07-07 04:07:37,2025-07-06
兴业华庭1栋,宝安,77.11,住宅,二房,360,56000,250011150696乐有家控股,深圳市乐有家控股集团有限公司,2025-07-14 12:07:34~2026-07-15 12:07:34,2025-07-07
富通天骏花园C栋,宝安,70.96,住宅,二房,400,49400,251000202143乐有家控股,深圳市乐有家控股集团有限公司,2025-06-21 10:06:14~2026-06-22 10:06:14,2025-06-21
佳华名苑1栋,宝安,61.86,住宅,二房,430,78600,258440126921链家,深圳链家房地产经纪有限公司,2025-07-06 05:07:52~2026-07-07 05:07:52,2025-07-06
桃源居14区1栋,宝安,84.12,住宅,二房,360,50000,256470879574万邦房地产,深圳市万邦房地产投资顾问有限公司,2025-06-24 10:06:16~2026-06-25 10:06:16,2025-06-24
绿景香颂花园,宝安,56.8,住宅,二房,330,65400,253246068489链家,深圳链家房地产经纪有限公司,2025-06-29 10:06:16~2026-06-30 10:06:16,2025-06-29
雅景居五栋,宝安,70.81,住宅,二房,450,54300,254091539381乐有家,深圳市乐有家房产交易有限公司,2025-06-26 06:06:53~2026-06-27 06:06:53,2025-06-26
富源花园2号楼,宝安,75.14,住宅,二房,485,51000,252187847935链家,深圳链家房地产经纪有限公司,2025-06-20 12:06:49~2026-06-21 12:06:49,2025-06-20
西城丰和家园1栋,宝安,52.13,住宅,二房,310,57200,251309582738乐有家,深圳市乐有家房产交易有限公司,2025-06-23 03:06:51~2026-06-24 03:06:51,2025-06-23
润恒尚园1栋,宝安,81.8,住宅,二房,500,64700,259115967846乐有家,深圳市乐有家房产交易有限公司,2025-06-29 05:06:51~2026-06-30 05:06:51,2025-06-29
金地上塘道花园8栋,宝安,66.63,住宅,二房,450,66600,257738612294乐有家,深圳市乐有家房产交易有限公司,2025-08-17 02:08:23~2026-08-18 02:08:23,2025-06-20
缤纷世界花园E2栋,宝安,70.52,住宅,二房,425,65000,256945912254中原地产,中原地产代理（深圳）有限公司,2025-07-10 04:07:19~2025-09-09 04:09:19,2025-06-28
创业二村18-19-20栋,宝安,77.04,住宅,二房,490,65000,251251445883乐有家,深圳市乐有家房产交易有限公司,2025-08-15 02:08:47~2025-10-15 02:10:47,2025-06-16
中粮万福阁1栋,宝安,51.55,住宅,二房,330,82500,250732362809乐有家,深圳市乐有家房产交易有限公司,2025-07-07 11:07:37~2026-07-08 11:07:37,2025-07-07
骏景华庭D栋,宝安,68.12,住宅,二房,335,54300,259800000850乐有家,深圳市乐有家房产交易有限公司,2025-08-14 02:08:01~2026-08-15 02:08:01,2025-06-25
万科金色领域花园（一期）1栋,宝安,76.21,住宅,二房,335,52000,252027227050星房网络科技,深圳市星房网络科技有限公司,2025-06-24 10:06:31~2026-04-21 10:04:31,2025-06-24
悠山美地家园2栋,宝安,81.05,住宅,二房,370,52200,259148653003乐有家,深圳市乐有家房产交易有限公司,2025-06-21 01:06:15~2025-12-04 01:12:15,2025-06-21
灵芝新村五十八栋,宝安,64.3,住宅,二房,345,70100,250333100447润家地产,深圳市润家地产顾问有限公司,2025-06-27 12:06:48~2025-09-26 12:09:48,2025-06-27
